Haushaltsjahr;Haushaltsstufe 0;Fachgruppe;katkey;EXEMPLARANZ;PREIS;Bestellpreis
2024;10 Verwaltungsbibliothek;"0001 Bücher";1938683;1,00;"0,00";"0,00"
;;;1938691;1,00;"0,00";"0,00"
;;;1945184;1,00;"0,00";"0,00"
;;;1950811;1,00;"0,00";"0,00"
;;;1964064;1,00;53,00;59,00
;;;1966529;1,00;32,00;35,00
;;;1966531;1,00;24,00;27,00
;;;1966532;1,00;53,00;59,00
;;;1966533;1,00;34,00;38,00
;;;1966550;1,00;22,00;25,00
;;;1969274;1,00;36,00;40,00
;;;1971021;1,00;63,00;70,00
;;;1971328;1,00;179,00;199,00
;;;1972260;1,00;16,00;18,00
;;;1972264;1,00;23,00;25,00
;;;1972268;1,00;27,00;30,00
;;;1972270;1,00;53,00;59,00
;;;1972284;1,00;30,00;33,00
;;;1972290;1,00;31,00;35,00
;;;1972541;1,00;27,00;30,00
;;;1972542;1,00;27,00;30,00
;20 Bibliothek Plagwitz;"0001 Bücher";1213561;1,00;"0,00";"0,00"
;;;1213822;1,00;"0,00";"0,00"
;;;1273694;1,00;14,00;16,00
;;;1273766;1,00;"0,00";"0,00"
;;;1277009;1,00;"0,00";"0,00"
;;;1282250;1,00;"0,00";"0,00"
;;;1289883;1,00;"0,00";"0,00"
;;;1296745;1,00;"0,00";"0,00"
;;;1307130;1,00;"0,00";"0,00"
;;;1310537;1,00;6,00;7,00
;;;1323844;1,00;"0,00";"0,00"
;;;1327679;1,00;"0,00";"0,00"
;;;1330800;1,00;22,00;24,00
;;;1337608;2,00;12,00;14,00
;;;1337613;1,00;6,00;7,00
;;;1350377;1,00;"0,00";"0,00"
;;;1354437;1,00;12,00;13,00
;;;1358406;1,00;"0,00";"0,00"
;;;1364832;1,00;"0,00";"0,00"
;;;1372004;1,00;"0,00";"0,00"
;;;1374014;1,00;"0,00";"0,00"
;;;1393490;1,00;"0,00";"0,00"
;;;1413699;1,00;"0,00";"0,00"
;;;1420167;1,00;"0,00";"0,00"
;;;1444225;1,00;"0,00";"0,00"
;;;1446401;1,00;"0,00";"0,00"
;;;1459296;1,00;14,00;15,00
;;;1462875;1,00;"0,00";"0,00"
;;;1475883;1,00;12,00;14,00
;;;1481312;1,00;"0,00";"0,00"
;;;1485393;1,00;11,00;12,00
;;;1486107;2,00;12,00;14,00
;;;1486920;2,00;28,00;32,00
;;;1486936;1,00;6,00;7,00
;;;1488485;2,00;12,00;14,00
;;;1488502;1,00;"0,00";"0,00"
;;;1489689;1,00;"0,00";"0,00"
;;;1492728;1,00;"0,00";"0,00"
;;;1492899;1,00;"0,00";"0,00"
;;;1493678;1,00;"0,00";"0,00"
;;;1493714;1,00;"0,00";"0,00"
;;;1499257;1,00;6,00;7,00
;;;1500067;1,00;"0,00";"0,00"
;;;1505295;1,00;"0,00";"0,00"
;;;1505798;1,00;13,00;15,00
;;;1510798;1,00;"0,00";"0,00"
;;;1510819;1,00;"0,00";"0,00"
;;;1513405;2,00;12,00;14,00
;;;1513671;1,00;14,00;15,00
;;;1549429;1,00;11,00;12,00
;;;1551581;1,00;9,00;10,00
;;;1552877;2,00;36,00;40,00
;;;1562626;1,00;13,00;14,00
;;;1562629;1,00;13,00;14,00
;;;1562689;1,00;13,00;14,00
;;;1562763;1,00;13,00;14,00
;;;1562995;1,00;13,00;14,00
;;;1562999;1,00;13,00;14,00
;;;1565555;1,00;"0,00";"0,00"
;;;1565980;1,00;9,00;10,00
;;;1566718;1,00;13,00;14,00
;;;1569013;1,00;10,00;14,00
;;;1569102;1,00;"0,00";"0,00"
;;;1570385;1,00;"0,00";"0,00"
;;;1573619;1,00;"0,00";"0,00"
;;;1575826;1,00;14,00;14,00
;;;1576967;1,00;"0,00";"0,00"
;;;1577061;1,00;6,00;7,00
;;;1578276;1,00;"0,00";"0,00"
;;;1580816;2,00;12,00;14,00
;;;1583989;1,00;9,00;10,00
;;;1585891;1,00;"0,00";"0,00"
;;;1596596;1,00;13,00;14,00
;;;1597275;1,00;"0,00";"0,00"
;;;1598759;1,00;"0,00";"0,00"
;;;1600160;1,00;13,00;14,00
;;;1600220;1,00;11,00;12,00
;;;1601889;1,00;14,00;16,00
;;;1601903;1,00;4,00;5,00
;;;1602463;1,00;14,00;15,00
;;;1603440;1,00;6,00;7,00
;;;1603480;2,00;30,00;34,00
;;;1603652;1,00;12,00;13,00
;;;1604404;1,00;13,00;14,00
;;;1605584;1,00;13,00;14,00
;;;1605589;1,00;14,00;15,00
;;;1606687;1,00;6,00;7,00
;;;1608950;1,00;14,00;15,00
;;;1612579;2,00;22,00;24,00
;;;1613429;1,00;14,00;15,00
;;;1616507;1,00;14,00;16,00
;;;1617739;1,00;13,00;14,00
;;;1619510;1,00;12,00;13,00
;;;1620490;1,00;9,00;10,00
;;;1620565;2,00;28,00;30,00
;;;1623437;1,00;11,00;12,00
;;;1631101;1,00;6,00;7,00
;;;1634612;1,00;14,00;15,00
;;;1634958;1,00;11,00;12,00
;;;1641206;1,00;16,00;15,00
;;;1642156;1,00;13,00;14,00
;;;1642419;1,00;6,00;7,00
;;;1642868;1,00;12,00;14,00
;;;1642870;1,00;12,00;14,00
;;;1642877;1,00;12,00;14,00
;;;1642883;1,00;12,00;14,00
;;;1642885;1,00;12,00;14,00
;;;1642886;1,00;12,00;14,00
;;;1642903;1,00;12,00;14,00
;;;1642909;1,00;12,00;14,00
;;;1643609;2,00;36,00;40,00
;;;1643610;1,00;"0,00";"0,00"
;;;1643697;1,00;"0,00";"0,00"
;;;1644517;1,00;7,00;8,00
;;;1645602;1,00;14,00;15,00
;;;1645618;1,00;16,00;18,00
;;;1645956;1,00;12,00;13,00
;;;1655895;1,00;"0,00";"0,00"
;;;1667602;1,00;11,00;12,00
;;;1667624;1,00;"0,00";"0,00"
;;;1668910;1,00;12,00;14,00
;;;1668928;1,00;12,00;14,00
;;;1670553;1,00;11,00;12,00
;;;1670944;1,00;21,00;23,00
;;;1671336;1,00;11,00;12,00
;;;1671337;1,00;10,00;11,00
;;;1672069;1,00;12,00;14,00
;;;1672084;1,00;"0,00";"0,00"
;;;1672085;1,00;"0,00";"0,00"
;;;1672197;1,00;"0,00";"0,00"
;;;1674419;1,00;10,00;10,00
;;;1675492;1,00;13,00;14,00
;;;1676758;1,00;22,00;24,00
;;;1678140;1,00;"0,00";"0,00"
;;;1678689;1,00;10,00;10,00
;;;1678998;1,00;12,00;14,00
;;;1679062;1,00;12,00;14,00
;;;1679076;1,00;12,00;14,00
;;;1679082;1,00;12,00;14,00
;;;1679084;1,00;12,00;14,00
;;;1679088;1,00;12,00;14,00
;;;1679117;1,00;12,00;14,00
;;;1679118;1,00;12,00;14,00
;;;1679123;1,00;12,00;14,00
;;;1679134;1,00;12,00;14,00
;;;1679136;1,00;12,00;14,00
;;;1679772;1,00;"0,00";"0,00"
;;;1681890;1,00;14,00;16,00
;;;1682193;1,00;7,00;8,00
;;;1682811;1,00;"0,00";"0,00"
;;;1685451;1,00;14,00;15,00
;;;1686011;1,00;"0,00";"0,00"
;;;1686792;2,00;36,00;40,00
;;;1689597;1,00;"0,00";"0,00"
;;;1692948;1,00;12,00;13,00
;;;1695247;1,00;9,00;10,00
;;;1695365;1,00;13,00;14,00
;;;1700342;1,00;12,00;14,00
;;;1700343;1,00;12,00;14,00
;;;1702846;1,00;21,00;23,00
;;;1703003;1,00;11,00;12,00
;;;1703272;1,00;"0,00";"0,00"
;;;1704019;1,00;9,00;10,00
;;;1704124;1,00;"0,00";"0,00"
;;;1705660;1,00;17,00;18,00
;;;1713394;1,00;11,00;13,00
;;;1716024;1,00;12,00;14,00
;;;1720143;1,00;9,00;10,00
;;;1720217;1,00;12,00;14,00
;;;1720221;1,00;13,00;14,00
;;;1722746;1,00;18,00;20,00
;;;1723223;1,00;12,00;13,00
;;;1723392;1,00;11,00;12,00
;;;1723550;1,00;11,00;12,00
;;;1723740;1,00;"0,00";"0,00"
;;;1724605;1,00;"0,00";"0,00"
;;;1724606;1,00;"0,00";"0,00"
;;;1724759;2,00;6,00;7,00
;;;1724854;1,00;13,00;15,00
;;;1725137;1,00;6,00;7,00
;;;1725149;2,00;12,00;14,00
;;;1725231;1,00;"0,00";"0,00"
;;;1725363;1,00;12,00;13,00
;;;1725877;1,00;14,00;16,00
;;;1726521;1,00;"0,00";"0,00"
;;;1726522;1,00;"0,00";"0,00"
;;;1728206;1,00;13,00;15,00
;;;1731962;1,00;16,00;18,00
;;;1732037;1,00;9,00;10,00
;;;1732365;4,00;72,00;80,00
;;;1733181;1,00;12,00;13,00
;;;1733293;1,00;22,00;25,00
;;;1733525;1,00;12,00;14,00
;;;1734920;1,00;13,00;14,00
;;;1736727;1,00;7,00;8,00
;;;1738231;1,00;13,00;15,00
;;;1738293;1,00;9,00;10,00
;;;1738347;1,00;16,00;18,00
;;;1739292;1,00;11,00;12,00
;;;1740324;1,00;12,00;13,00
;;;1740698;1,00;13,00;14,00
;;;1741330;1,00;12,00;13,00
;;;1742711;1,00;16,00;18,00
;;;1744838;1,00;11,00;12,00
;;;1745414;1,00;14,00;15,00
;;;1745571;1,00;14,00;16,00
;;;1746956;1,00;12,00;14,00
;;;1747348;1,00;13,00;14,00
;;;1749127;1,00;7,00;8,00
;;;1750490;1,00;25,00;28,00
;;;1750522;1,00;13,00;13,00
;;;1751634;1,00;14,00;16,00
;;;1752390;1,00;16,00;18,00
;;;1753686;1,00;14,00;15,00
;;;1753713;1,00;15,00;15,00
;;;1753714;1,00;14,00;15,00
;;;1754433;1,00;27,00;25,00
;;;1755793;1,00;13,00;15,00
;;;1756452;1,00;14,00;16,00
;;;1757887;1,00;13,00;15,00
;;;1759575;1,00;"0,00";"0,00"
;;;1760723;1,00;13,00;14,00
;;;1761752;1,00;14,00;16,00
;;;1763377;1,00;18,00;20,00
;;;1763472;1,00;"0,00";"0,00"
;;;1765392;1,00;13,00;14,00
;;;1765542;1,00;11,00;12,00
;;;1765629;2,00;24,00;24,00
;;;1766373;1,00;23,00;26,00
;;;1767088;1,00;"0,00";"0,00"
;;;1767450;1,00;9,00;10,00
;;;1768981;1,00;9,00;10,00
;;;1770277;1,00;10,00;12,00
;;;1770983;1,00;"0,00";"0,00"
;;;1772505;1,00;9,00;13,00
;;;1772532;1,00;16,00;18,00
;;;1772874;1,00;"0,00";"0,00"
;;;1774007;1,00;"0,00";"0,00"
;;;1774058;1,00;18,00;20,00
;;;1775600;1,00;16,00;18,00
;;;1777027;1,00;9,00;10,00
;;;1777126;1,00;18,00;20,00
;;;1777813;1,00;7,00;8,00
;;;1778570;1,00;"0,00";"0,00"
;;;1779062;1,00;23,00;26,00
;;;1780095;1,00;18,00;20,00
;;;1780337;1,00;13,00;14,00
;;;1781343;1,00;18,00;20,00
;;;1782167;1,00;10,00;11,00
;;;1782883;1,00;8,00;9,00
;;;1782943;1,00;13,00;14,00
;;;1783068;1,00;27,00;30,00
;;;1783132;1,00;14,00;15,00
;;;1783909;1,00;"0,00";"0,00"
;;;1785250;1,00;13,00;14,00
;;;1785372;1,00;14,00;16,00
;;;1789118;1,00;"0,00";"0,00"
;;;1789207;1,00;"0,00";"0,00"
;;;1791114;1,00;"0,00";"0,00"
;;;1793522;1,00;25,00;25,00
;;;1793769;1,00;13,00;15,00
;;;1795146;1,00;"0,00";"0,00"
;;;1795938;1,00;20,00;20,00
;;;1801822;1,00;12,00;12,00
;;;1802629;1,00;"0,00";"0,00"
;;;1802761;1,00;16,00;18,00
;;;1802907;2,00;4,00;4,00
;;;1802956;1,00;18,00;12,00
;;;1803088;1,00;18,00;20,00
;;;1804128;1,00;14,00;15,00
;;;1805675;1,00;"0,00";"0,00"
;;;1805746;1,00;17,00;19,00
;;;1805747;1,00;15,00;17,00
;;;1805973;1,00;"0,00";"0,00"
;;;1806003;1,00;14,00;15,00
;;;1806086;1,00;11,00;13,00
;;;1806666;1,00;13,00;14,00
;;;1807574;1,00;13,00;14,00
;;;1807900;1,00;11,00;12,00
;;;1808688;1,00;"0,00";"0,00"
;;;1808756;1,00;10,00;11,00
;;;1808834;1,00;"0,00";"0,00"
;;;1810270;1,00;12,00;12,00
;;;1811358;1,00;18,00;20,00
;;;1813170;1,00;22,00;24,00
;;;1813953;1,00;11,00;12,00
;;;1814611;1,00;16,00;20,00
;;;1815288;1,00;15,00;17,00
;;;1815901;1,00;9,00;10,00
;;;1816971;1,00;8,00;9,00
;;;1818940;1,00;13,00;15,00
;;;1819499;1,00;14,00;16,00
;;;1820448;1,00;15,00;17,00
;;;1821213;1,00;14,00;15,00
;;;1821247;1,00;14,00;15,00
;;;1821702;1,00;14,00;16,00
;;;1822284;1,00;16,00;18,00
;;;1822471;1,00;19,00;21,00
;;;1823107;1,00;13,00;14,00
;;;1823163;1,00;10,00;11,00
;;;1824362;1,00;20,00;22,00
;;;1824942;1,00;12,00;13,00
;;;1825156;2,00;30,00;34,00
;;;1825999;1,00;13,00;14,00
;;;1826589;1,00;12,00;13,00
;;;1826597;1,00;9,00;10,00
;;;1826867;1,00;20,00;22,00
;;;1827149;1,00;"0,00";"0,00"
;;;1827311;1,00;11,00;12,00
;;;1830357;1,00;6,00;7,00
;;;1830361;1,00;6,00;7,00
;;;1831078;1,00;15,00;17,00
;;;1831140;1,00;16,00;18,00
;;;1831330;1,00;7,00;8,00
;;;1832367;1,00;17,00;19,00
;;;1833384;1,00;20,00;22,00
;;;1836170;1,00;6,00;7,00
;;;1837594;1,00;15,00;17,00
;;;1838716;1,00;6,00;7,00
;;;1839253;1,00;20,00;22,00
;;;1839856;1,00;13,00;15,00
;;;1841011;1,00;13,00;14,00
;;;1841662;1,00;11,00;24,00
;;;1841852;1,00;9,00;10,00
;;;1842768;1,00;18,00;20,00
;;;1848288;1,00;18,00;20,00
;;;1850977;1,00;11,00;12,00
;;;1852452;1,00;9,00;10,00
;;;1852979;1,00;13,00;14,00
;;;1854211;1,00;10,00;10,00
;;;1854791;1,00;6,00;7,00
;;;1854907;1,00;13,00;15,00
;;;1855016;1,00;12,00;13,00
;;;1856438;1,00;14,00;15,00
;;;1856874;1,00;"0,00";"0,00"
;;;1857282;1,00;"0,00";"0,00"
;;;1857342;1,00;14,00;14,00
;;;1858044;1,00;21,00;23,00
;;;1858233;1,00;13,00;14,00
;;;1858348;1,00;11,00;12,00
;;;1858747;1,00;22,00;24,00
;;;1861177;1,00;19,00;21,00
;;;1861748;1,00;18,00;20,00
;;;1862510;1,00;13,00;15,00
;;;1862557;1,00;18,00;20,00
;;;1862858;1,00;12,00;15,00
;;;1862891;1,00;14,00;15,00
;;;1863227;1,00;11,00;12,00
;;;1863620;1,00;20,00;22,00
;;;1863937;1,00;20,00;22,00
;;;1863996;1,00;21,00;23,00
;;;1864001;1,00;21,00;23,00
;;;1865288;1,00;21,00;23,00
;;;1866710;1,00;23,00;26,00
;;;1868444;1,00;21,00;23,00
;;;1868569;1,00;12,00;12,00
;;;1868751;1,00;6,00;7,00
;;;1869356;1,00;12,00;13,00
;;;1869595;1,00;14,00;15,00
;;;1870569;1,00;9,00;10,00
;;;1870677;1,00;8,00;9,00
;;;1871599;1,00;13,00;15,00
;;;1872018;1,00;23,00;25,00
;;;1874019;1,00;5,00;6,00
;;;1874066;1,00;13,00;14,00
;;;1874928;1,00;9,00;10,00
;;;1875311;1,00;17,00;19,00
;;;1875959;1,00;18,00;20,00
;;;1877817;1,00;20,00;22,00
;;;1877889;1,00;18,00;20,00
;;;1878251;1,00;14,00;19,00
;;;1879619;1,00;18,00;20,00
;;;1880455;1,00;22,00;24,00
;;;1881881;1,00;10,00;11,00
;;;1882349;1,00;9,00;10,00
;;;1882853;1,00;8,00;9,00
;;;1883320;1,00;9,00;10,00
;;;1884939;1,00;15,00;17,00
;;;1885050;1,00;14,00;15,00
;;;1885085;1,00;9,00;10,00
;;;1885197;1,00;7,00;8,00
;;;1885632;1,00;20,00;22,00
;;;1885723;1,00;22,00;24,00
;;;1885970;1,00;20,00;22,00
;;;1886516;1,00;18,00;20,00
;;;1886524;1,00;23,00;26,00
;;;1886633;1,00;14,00;15,00
;;;1886695;1,00;11,00;12,00
;;;1887250;1,00;7,00;8,00
;;;1887624;1,00;14,00;16,00
;;;1887626;1,00;12,00;13,00
;;;1888510;1,00;18,00;20,00
;;;1889786;1,00;11,00;12,00
;;;1889805;1,00;14,00;15,00
;;;1889939;1,00;12,00;13,00
;;;1890113;1,00;14,00;16,00
;;;1890596;1,00;20,00;22,00
;;;1890718;1,00;15,00;17,00
;;;1890824;1,00;13,00;14,00
;;;1892136;2,00;36,00;40,00
;;;1892138;2,00;36,00;40,00
;;;1892174;2,00;36,00;40,00
;;;1893387;1,00;12,00;13,00
;;;1893797;1,00;9,00;10,00
;;;1893891;1,00;15,00;17,00
;;;1894443;1,00;"0,00";"0,00"
;;;1894825;1,00;"0,00";"0,00"
;;;1894828;1,00;"0,00";"0,00"
;;;1894829;1,00;"0,00";"0,00"
;;;1894830;1,00;"0,00";"0,00"
;;;1895209;1,00;13,00;14,00
;;;1895257;1,00;7,00;8,00
;;;1895274;1,00;18,00;20,00
;;;1895358;1,00;7,00;8,00
;;;1895463;1,00;10,00;11,00
;;;1895654;1,00;13,00;15,00
;;;1895741;2,00;14,00;16,00
;;;1895742;1,00;7,00;8,00
;;;1895787;1,00;18,00;20,00
;;;1895831;1,00;23,00;25,00
;;;1896097;1,00;20,00;22,00
;;;1896195;2,00;24,00;24,00
;;;1896372;1,00;"0,00";"0,00"
;;;1896505;1,00;22,00;24,00
;;;1896608;1,00;9,00;10,00
;;;1896886;1,00;20,00;22,00
;;;1897033;1,00;13,00;15,00
;;;1897309;1,00;13,00;14,00
;;;1898054;1,00;8,00;9,00
;;;1898491;1,00;12,00;12,00
;;;1898782;1,00;23,00;25,00
;;;1898815;1,00;16,00;18,00
;;;1898993;2,00;32,00;40,00
;;;1899029;1,00;14,00;16,00
;;;1899067;1,00;18,00;20,00
;;;1899244;1,00;12,00;15,00
;;;1899419;1,00;11,00;12,00
;;;1899491;1,00;11,00;12,00
;;;1899502;1,00;"0,00";"0,00"
;;;1899503;1,00;11,00;12,00
;;;1899604;1,00;"0,00";"0,00"
;;;1899663;1,00;11,00;12,00
;;;1900011;1,00;9,00;10,00
;;;1900359;1,00;18,00;20,00
;;;1900499;1,00;18,00;18,00
;;;1900736;1,00;11,00;12,00
;;;1902937;1,00;22,00;24,00
;;;1902993;1,00;"0,00";"0,00"
;;;1903061;1,00;15,00;17,00
;;;1903339;1,00;12,00;13,00
;;;1903650;1,00;14,00;16,00
;;;1904077;1,00;15,00;17,00
;;;1904481;1,00;18,00;20,00
;;;1906220;1,00;14,00;16,00
;;;1907379;1,00;13,00;15,00
;;;1907564;1,00;14,00;15,00
;;;1907854;1,00;14,00;15,00
;;;1907942;1,00;14,00;16,00
;;;1908139;1,00;9,00;10,00
;;;1908177;1,00;18,00;20,00
;;;1908253;1,00;"0,00";"0,00"
;;;1908585;1,00;15,00;17,00
;;;1908606;1,00;12,00;13,00
;;;1908677;1,00;25,00;28,00
;;;1908850;1,00;14,00;15,00
;;;1909955;1,00;14,00;16,00
;;;1910083;1,00;14,00;16,00
;;;1910136;1,00;23,00;25,00
;;;1910146;1,00;17,00;19,00
;;;1910189;1,00;22,00;24,00
;;;1910753;1,00;14,00;15,00
;;;1910928;1,00;20,00;22,00
;;;1910961;1,00;23,00;25,00
;;;1911436;1,00;11,00;12,00
;;;1911448;1,00;23,00;25,00
;;;1911670;1,00;13,00;15,00
;;;1911868;1,00;10,00;11,00
;;;1911933;1,00;21,00;23,00
;;;1911960;1,00;12,00;13,00
;;;1912318;1,00;18,00;20,00
;;;1912430;1,00;20,00;22,00
;;;1912433;1,00;18,00;20,00
;;;1912675;1,00;11,00;12,00
;;;1912696;2,00;22,00;24,00
;;;1912704;1,00;"0,00";"0,00"
;;;1913189;1,00;14,00;16,00
;;;1913231;1,00;23,00;25,00
;;;1913467;1,00;25,00;28,00
;;;1913476;1,00;22,00;24,00
;;;1913635;1,00;11,00;12,00
;;;1913643;1,00;13,00;15,00
;;;1913813;1,00;22,00;25,00
;;;1914150;1,00;17,00;19,00
;;;1914199;1,00;11,00;12,00
;;;1914243;1,00;20,00;22,00
;;;1914260;2,00;36,00;40,00
;;;1914445;1,00;"0,00";"0,00"
;;;1914604;1,00;14,00;16,00
;;;1914661;1,00;18,00;20,00
;;;1914926;1,00;12,00;13,00
;;;1915051;1,00;16,00;18,00
;;;1915052;1,00;23,00;25,00
;;;1915089;1,00;12,00;13,00
;;;1915606;1,00;18,00;20,00
;;;1915804;1,00;"0,00";"0,00"
;;;1916067;1,00;23,00;25,00
;;;1916332;1,00;14,00;16,00
;;;1917144;1,00;22,00;22,00
;;;1917209;2,00;12,00;14,00
;;;1917210;1,00;6,00;7,00
;;;1917211;1,00;20,00;22,00
;;;1917683;1,00;13,00;16,00
;;;1917953;1,00;7,00;8,00
;;;1917982;1,00;13,00;15,00
;;;1918191;1,00;17,00;19,00
;;;1918300;1,00;22,00;24,00
;;;1918348;1,00;27,00;30,00
;;;1918354;1,00;13,00;14,00
;;;1918392;1,00;9,00;10,00
;;;1918852;1,00;18,00;20,00
;;;1918905;1,00;22,00;24,00
;;;1919089;1,00;22,00;24,00
;;;1919618;1,00;22,00;24,00
;;;1920032;1,00;20,00;22,00
;;;1920632;1,00;20,00;22,00
;;;1920813;1,00;13,00;15,00
;;;1920827;1,00;27,00;27,00
;;;1920867;1,00;12,00;13,00
;;;1921706;1,00;17,00;19,00
;;;1921927;1,00;"0,00";"0,00"
;;;1921939;1,00;20,00;22,00
;;;1921981;1,00;14,00;15,00
;;;1922027;1,00;11,00;12,00
;;;1922038;1,00;18,00;20,00
;;;1922110;1,00;22,00;24,00
;;;1922414;1,00;21,00;23,00
;;;1922575;1,00;15,00;17,00
;;;1922576;1,00;15,00;17,00
;;;1922580;1,00;15,00;17,00
;;;1922582;1,00;15,00;17,00
;;;1922642;1,00;12,00;13,00
;;;1922750;1,00;22,00;24,00
;;;1922801;1,00;15,00;17,00
;;;1922804;1,00;15,00;17,00
;;;1922883;1,00;22,00;25,00
;;;1923136;1,00;23,00;25,00
;;;1923144;1,00;20,00;22,00
;;;1923330;1,00;16,00;18,00
;;;1923364;1,00;14,00;16,00
;;;1923366;1,00;14,00;15,00
;;;1923740;1,00;15,00;17,00
;;;1923899;1,00;22,00;24,00
;;;1923988;1,00;14,00;15,00
;;;1924002;1,00;9,00;10,00
;;;1924032;1,00;21,00;23,00
;;;1924159;1,00;22,00;24,00
;;;1924401;1,00;15,00;17,00
;;;1924702;1,00;15,00;17,00
;;;1924705;2,00;30,00;34,00
;;;1924847;1,00;14,00;16,00
;;;1925120;1,00;10,00;11,00
;;;1925145;1,00;12,00;13,00
;;;1925195;1,00;13,00;14,00
;;;1925209;1,00;13,00;15,00
;;;1925211;2,00;36,00;40,00
;;;1925219;1,00;11,00;12,00
;;;1925247;1,00;13,00;14,00
;;;1925248;1,00;16,00;18,00
;;;1925249;1,00;11,00;11,00
;;;1925295;1,00;8,00;9,00
;;;1925296;1,00;8,00;9,00
;;;1925298;2,00;26,00;28,00
;;;1925467;1,00;13,00;14,00
;;;1925532;1,00;15,00;17,00
;;;1925576;1,00;11,00;12,00
;;;1925786;1,00;14,00;15,00
;;;1926355;1,00;13,00;14,00
;;;1926811;1,00;15,00;17,00
;;;1926816;1,00;15,00;17,00
;;;1926847;1,00;23,00;25,00
;;;1927335;1,00;13,00;14,00
;;;1927591;1,00;14,00;16,00
;;;1927633;1,00;14,00;16,00
;;;1927668;1,00;14,00;16,00
;;;1927686;1,00;13,00;14,00
;;;1927829;1,00;14,00;16,00
;;;1928029;1,00;11,00;12,00
;;;1928235;1,00;16,00;18,00
;;;1928324;1,00;22,00;24,00
;;;1928368;1,00;14,00;16,00
;;;1928498;1,00;15,00;17,00
;;;1928994;1,00;13,00;14,00
;;;1929044;1,00;18,00;20,00
;;;1929091;1,00;14,00;16,00
;;;1929120;1,00;12,00;12,00
;;;1929205;1,00;15,00;17,00
;;;1929303;2,00;18,00;20,00
;;;1929764;1,00;12,00;13,00
;;;1929923;1,00;13,00;15,00
;;;1929944;1,00;13,00;14,00
;;;1930027;1,00;18,00;20,00
;;;1930063;1,00;13,00;14,00
;;;1930170;1,00;23,00;25,00
;;;1930240;1,00;31,00;34,00
;;;1930264;1,00;12,00;13,00
;;;1930422;1,00;19,00;21,00
;;;1930499;1,00;22,00;24,00
;;;1930510;1,00;21,00;23,00
;;;1930711;1,00;16,00;17,00
;;;1930727;1,00;6,00;7,00
;;;1930756;1,00;18,00;20,00
;;;1930766;1,00;11,00;12,00
;;;1930781;1,00;21,00;22,00
;;;1930806;1,00;8,00;9,00
;;;1930910;1,00;20,00;22,00
;;;1930937;1,00;14,00;16,00
;;;1930953;1,00;12,00;13,00
;;;1930974;1,00;15,00;16,00
;;;1930977;1,00;22,00;24,00
;;;1931014;1,00;13,00;14,00
;;;1931020;1,00;15,00;17,00
;;;1931111;1,00;8,00;9,00
;;;1931144;1,00;9,00;10,00
;;;1931164;1,00;30,00;32,00
;;;1931168;1,00;16,00;18,00
;;;1931195;1,00;14,00;15,00
;;;1931286;1,00;11,00;12,00
;;;1931287;1,00;11,00;12,00
;;;1931319;2,00;"0,00";"0,00"
;;;1931320;2,00;"0,00";"0,00"
;;;1931331;2,00;"0,00";"0,00"
;;;1931335;1,00;14,00;16,00
;;;1931339;1,00;12,00;13,00
;;;1931347;1,00;14,00;16,00
;;;1931351;2,00;26,00;28,00
;;;1931355;1,00;14,00;15,00
;;;1931559;1,00;13,00;14,00
;;;1931560;1,00;14,00;16,00
;;;1931571;1,00;23,00;25,00
;;;1931576;1,00;7,00;8,00
;;;1931607;1,00;12,00;13,00
;;;1931706;1,00;22,00;25,00
;;;1931714;1,00;16,00;18,00
;;;1931863;1,00;16,00;18,00
;;;1931872;1,00;11,00;12,00
;;;1931887;3,00;60,00;66,00
;;;1931918;1,00;18,00;20,00
;;;1931941;1,00;21,00;"0,00"
;;;1931960;1,00;14,00;15,00
;;;1932086;1,00;9,00;10,00
;;;1932118;1,00;9,00;10,00
;;;1932119;1,00;14,00;15,00
;;;1932133;1,00;9,00;10,00
;;;1932142;1,00;16,00;18,00
;;;1932190;1,00;14,00;16,00
;;;1932261;1,00;11,00;12,00
;;;1932282;1,00;26,00;28,00
;;;1932468;1,00;20,00;22,00
;;;1932578;1,00;"0,00";"0,00"
;;;1932580;1,00;14,00;16,00
;;;1932628;1,00;10,00;12,00
;;;1932699;1,00;12,00;13,00
;;;1932905;1,00;11,00;12,00
;;;1933401;1,00;8,00;9,00
;;;1933501;1,00;16,00;18,00
;;;1933559;1,00;14,00;16,00
;;;1933596;1,00;22,00;25,00
;;;1933619;1,00;16,00;18,00
;;;1933702;1,00;11,00;12,00
;;;1933775;1,00;14,00;13,00
;;;1933866;1,00;12,00;13,00
;;;1933990;1,00;16,00;18,00
;;;1934029;1,00;13,00;15,00
;;;1934054;1,00;14,00;16,00
;;;1934062;1,00;11,00;12,00
;;;1934088;1,00;18,00;20,00
;;;1934228;1,00;9,00;10,00
;;;1934378;1,00;11,00;12,00
;;;1935021;1,00;20,00;22,00
;;;1935196;1,00;21,00;23,00
;;;1935213;1,00;14,00;16,00
;;;1935253;1,00;15,00;17,00
;;;1935260;1,00;36,00;40,00
;;;1935268;1,00;13,00;14,00
;;;1935318;1,00;8,00;9,00
;;;1935464;1,00;15,00;17,00
;;;1935566;1,00;24,00;27,00
;;;1935689;1,00;24,00;27,00
;;;1935705;1,00;14,00;15,00
;;;1935729;1,00;11,00;12,00
;;;1935733;1,00;12,00;13,00
;;;1935739;1,00;11,00;12,00
;;;1935741;1,00;9,00;10,00
;;;1935742;1,00;16,00;18,00
